Postinumero-kunta-avain;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aluejako: 2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Huom! Postinumeroalueen kunta on m„„ritelty sen mukaan, mink„ kunnan puolella suurin osa postinumeroalueen pinta-alasta sijaitsee.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Postinumeroalue;Postinumeroalueen nimi;Postinumeroalueen nimi (sv);Kunta;Kunnan nimi;Kunnan nimi (sv);Kuntaryhm„;Kuntaryhm„n nimi;Seutukunta;Seutukunnan nimi;Maakunta;Maakunnan nimi;Suuralue;Suuralueen nimi;AVI;AVI:n nimi;ELY;ELY:n nimi;NUTS 1;NUTS 1 nimi;NUTS 2;NUTS 2 nimi;NUTS 3;NUTS 3 nimi;Sairaanhoitopiiri;Sairaanhoitopiirin nimi;Vaalipiiri;Vaalipiirin nimi;Hovioikeus;Hovioikeuden nimi;K„r„j„oikeus;K„r„j„oikeuden nimi
29760;K””rtil„;K””rtil„;484;Merikarvia;Sastmola;3;Maaseutumaiset kunnat;043;Pori;04;Satakunta;3;L„nsi-Suomi;2;Lounais-Suomen AVI;03;Satakunnan ELY-keskus;FI1;MANNER-SUOMI;FI19;L„nsi-Suomi;FI196;Satakunta;04;Satakunnan SHP;04;Satakunnan vaalipiiri;4;Vaasan hovioikeus;747;Satakunta
29790;Tuorila;Tuorila;484;Merikarvia;Sastmola;3;Maaseutumaiset kunnat;043;Pori;04;Satakunta;3;L„nsi-Suomi;2;Lounais-Suomen AVI;03;Satakunnan ELY-keskus;FI1;MANNER-SUOMI;FI19;L„nsi-Suomi;FI196;Satakunta;04;Satakunnan SHP;04;Satakunnan vaalipiiri;4;Vaasan hovioikeus;747;Satakunta
29900;Merikarvia Keskus-Rannikko;Sastmola centrum-Kustomr„de;484;Merikarvia;Sastmola;3;Maaseutumaiset kunnat;043;Pori;04;Satakunta;3;L„nsi-Suomi;2;Lounais-Suomen AVI;03;Satakunnan ELY-keskus;FI1;MANNER-SUOMI;FI19;L„nsi-Suomi;FI196;Satakunta;04;Satakunnan SHP;04;Satakunnan vaalipiiri;4;Vaasan hovioikeus;747;Satakunta
29940;Kuvaskangas;Kuvaskangas;484;Merikarvia;Sastmola;3;Maaseutumaiset kunnat;043;Pori;04;Satakunta;3;L„nsi-Suomi;2;Lounais-Suomen AVI;03;Satakunnan ELY-keskus;FI1;MANNER-SUOMI;FI19;L„nsi-Suomi;FI196;Satakunta;04;Satakunnan SHP;04;Satakunnan vaalipiiri;4;Vaasan hovioikeus;747;Satakunta
49700;Miehikk„l„ Kirkonkyl„;Miehikk„l„ kb;489;Miehikk„l„;Miehikk„l„;3;Maaseutumaiset kunnat;082;Kotka-Hamina;08;Kymenlaakso;2;Etel„-Suomi;1;Etel„-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;FI1;MANNER-SUOMI;FI1C;Etel„-Suomi;FI1C4;Kymenlaakso;08;Kymenlaakson SHP;08;Kymen vaalipiiri;5;Kouvolan hovioikeus;725;Kymenlaakso
49720;Hurttala;Hurttala;489;Miehikk„l„;Miehikk„l„;3;Maaseutumaiset kunnat;082;Kotka-Hamina;08;Kymenlaakso;2;Etel„-Suomi;1;Etel„-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;FI1;MANNER-SUOMI;FI1C;Etel„-Suomi;FI1C4;Kymenlaakso;08;Kymenlaakson SHP;08;Kymen vaalipiiri;5;Kouvolan hovioikeus;725;Kymenlaakso
49730;Muurikkala;Muurikkala;489;Miehikk„l„;Miehikk„l„;3;Maaseutumaiset kunnat;082;Kotka-Hamina;08;Kymenlaakso;2;Etel„-Suomi;1;Etel„-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;FI1;MANNER-SUOMI;FI1C;Etel„-Suomi;FI1C4;Kymenlaakso;08;Kymenlaakson SHP;08;Kymen vaalipiiri;5;Kouvolan hovioikeus;725;Kymenlaakso
49750;Kalliokoski;Kalliokoski;489;Miehikk„l„;Miehikk„l„;3;Maaseutumaiset kunnat;082;Kotka-Hamina;08;Kymenlaakso;2;Etel„-Suomi;1;Etel„-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;FI1;MANNER-SUOMI;FI1C;Etel„-Suomi;FI1C4;Kymenlaakso;08;Kymenlaakson SHP;08;Kymen vaalipiiri;5;Kouvolan hovioikeus;725;Kymenlaakso
49760;Suur-Miehikk„l„;Suur-Miehikk„l„;489;Miehikk„l„;Miehikk„l„;3;Maaseutumaiset kunnat;082;Kotka-Hamina;08;Kymenlaakso;2;Etel„-Suomi;1;Etel„-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;FI1;MANNER-SUOMI;FI1C;Etel„-Suomi;FI1C4;Kymenlaakso;08;Kymenlaakson SHP;08;Kymen vaalipiiri;5;Kouvolan hovioikeus;725;Kymenlaakso
49770;Salo-Miehikk„l„;Salo-Miehikk„l„;489;Miehikk„l„;Miehikk„l„;3;Maaseutumaiset kunnat;082;Kotka-Hamina;08;Kymenlaakso;2;Etel„-Suomi;1;Etel„-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;FI1;MANNER-SUOMI;FI1C;Etel„-Suomi;FI1C4;Kymenlaakso;08;Kymenlaakson SHP;08;Kymen vaalipiiri;5;Kouvolan hovioikeus;725;Kymenlaakso
54490;Ahom„ki;Ahom„ki;489;Miehikk„l„;Miehikk„l„;3;Maaseutumaiset kunnat;082;Kotka-Hamina;08;Kymenlaakso;2;Etel„-Suomi;1;Etel„-Suomen AVI;06;Kaakkois-Suomen ELY-keskus;FI1;MANNER-SUOMI;FI1C;Etel„-Suomi;FI1C4;Kymenlaakso;08;Kymenlaakson SHP;08;Kymen vaalipiiri;5;Kouvolan hovioikeus;725;Kymenlaakso
50100;Mikkeli Keskus;S:t Michel centrum;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
50120;Siekkil„;Siekkil„;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
50130;Nuijamies;Nuijamies;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
50150;Karkialampi;Karkialampi;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
50160;Kattilansilta;Kattilansilta;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
50170;Peitsari;Peitsari;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
50180;Visulahti;Visulahti;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
50190;Tuppurala;Tuppurala;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
50200;Kovala;Kovala;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
50300;R„m„l„;R„m„l„;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
50350;Norola;Norola;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
50500;Tuukkala-Kaituenm„ki;Tuukkala-Kaituenm„ki;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
50520;Moision Sairaala-alue;Moisio sjukhusomr„de;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
50600;Karikko;Karikko;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
50670;Otava;Otava;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
50700;Syysj„rvi;Syysj„rvi;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
50770;Korpikoski;Korpikoski;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
50800;Annilanselk„;Annilanselk„;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
50970;Ihastj„rvi;Ihastj„rvi;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
51130;Vanham„ki;Vanham„ki;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
51420;Harjumaa-Pajulankyl„;Harjumaa-Pajulankyl„;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
51450;Pajulankyl„;Pajulankyl„;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
51520;Hiirola;Hiirola;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
51540;Kalvitsa;Kalvitsa;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
51600;Haukivuori Keskus-Piitk„aho;Haukivuori centrum-Piitk„aho;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
51620;Pitk„aho;Pitk„aho;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
51670;Nyk„l„;Nyk„l„;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
51720;Rahula;Rahula;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
51740;Huuhanaho;Huuhanaho;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
52100;Anttola;Anttola;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
52110;Majavesi;Majavesi;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
52150;Hauhala;Hauhala;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
52300;Ristiina Keskus;Ristiina centrum;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
52320;Vitsi„l„;Vitsi„l„;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
52330;Heimari;Heimari;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
52340;Hangastenmaa;Hangastenmaa;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
52360;Someenj„rvi;Someenj„rvi;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
52420;Pellosniemi;Pellosniemi;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
52780;Kuomiokoski;Kuomiokoski;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
52830;Suomenniemi;Suomenniemi;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
77380;Kantala;Kantala;491;Mikkeli;S:t Michel;1;Kaupunkimaiset kunnat;101;Mikkeli;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;10;Etel„-Savon SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
91410;Jokirinne;Jokirinne;494;Muhos;Muhos;2;Taajaan asutut kunnat;171;Oulu;17;Pohjois-Pohjanmaa;4;Pohjois- ja It„-Suomi;5;Pohjois-Suomen AVI;13;Pohjois-Pohjanmaan ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D6;Pohjois-Pohjanmaa;18;Pohjois-Pohjanmaan SHP;14;Oulun vaalipiiri;6;Rovaniemen hovioikeus;742;Oulu
91430;Leppiniemi;Leppiniemi;494;Muhos;Muhos;2;Taajaan asutut kunnat;171;Oulu;17;Pohjois-Pohjanmaa;4;Pohjois- ja It„-Suomi;5;Pohjois-Suomen AVI;13;Pohjois-Pohjanmaan ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D6;Pohjois-Pohjanmaa;18;Pohjois-Pohjanmaan SHP;14;Oulun vaalipiiri;6;Rovaniemen hovioikeus;742;Oulu
91500;Muhos Keskus;Muhos centrum;494;Muhos;Muhos;2;Taajaan asutut kunnat;171;Oulu;17;Pohjois-Pohjanmaa;4;Pohjois- ja It„-Suomi;5;Pohjois-Suomen AVI;13;Pohjois-Pohjanmaan ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D6;Pohjois-Pohjanmaa;18;Pohjois-Pohjanmaan SHP;14;Oulun vaalipiiri;6;Rovaniemen hovioikeus;742;Oulu
91510;Rova;Rova;494;Muhos;Muhos;2;Taajaan asutut kunnat;171;Oulu;17;Pohjois-Pohjanmaa;4;Pohjois- ja It„-Suomi;5;Pohjois-Suomen AVI;13;Pohjois-Pohjanmaan ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D6;Pohjois-Pohjanmaa;18;Pohjois-Pohjanmaan SHP;14;Oulun vaalipiiri;6;Rovaniemen hovioikeus;742;Oulu
91560;Kylm„l„nkyl„;Kylm„l„nkyl„;494;Muhos;Muhos;2;Taajaan asutut kunnat;171;Oulu;17;Pohjois-Pohjanmaa;4;Pohjois- ja It„-Suomi;5;Pohjois-Suomen AVI;13;Pohjois-Pohjanmaan ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D6;Pohjois-Pohjanmaa;18;Pohjois-Pohjanmaan SHP;14;Oulun vaalipiiri;6;Rovaniemen hovioikeus;742;Oulu
42600;Multia Keskus-V„„t„iskyl„;Multia centrum-V„„t„iskyl„;495;Multia;Multia;3;Maaseutumaiset kunnat;133;Keuruu;13;Keski-Suomi;3;L„nsi-Suomi;4;L„nsi- ja Sis„-Suomen AVI;10;Keski-Suomen ELY-keskus;FI1;MANNER-SUOMI;FI19;L„nsi-Suomi;FI193;Keski-Suomi;14;Keski-Suomen SHP;13;Keski-Suomen vaalipiiri;4;Vaasan hovioikeus;715;Keski-Suomi
